	genome_name	genome_name	genome_name	genome_name
1733.2837	4	1	Mycobacterium tuberculosis CRYPAK140-17	4
1733.2838	4	1	Mycobacterium tuberculosis CRYPAK292-17	4
1733.2839	4	1	Mycobacterium tuberculosis CRYPAK265-17	4
1733.2840	4	1	Mycobacterium tuberculosis CRYPAK285-17	4
1733.2841	4	1	Mycobacterium tuberculosis CRYPAK141-17	4
1733.2842	4	1	Mycobacterium tuberculosis CRYPAK288-17	4
1733.2843	4	1	Mycobacterium tuberculosis CRYPAK297-17	4
1733.2844	4	1	Mycobacterium tuberculosis CRYPAK233-17	4
1733.2845	4	1	Mycobacterium tuberculosis CRYPAK212-17	4
1733.2846	4	1	Mycobacterium tuberculosis CRYPAK271-17	4
1733.2847	4	1	Mycobacterium tuberculosis CRYPAK468-16	4
1733.2848	4	1	Mycobacterium tuberculosis CRYPAK218-17	4
1733.2849	4	1	Mycobacterium tuberculosis CRYPAK227-17	4
1733.2850	4	1	Mycobacterium tuberculosis CRYPAK220-17	4
1733.2851	4	1	Mycobacterium tuberculosis CRYPAK187-17	4
1733.2852	4	1	Mycobacterium tuberculosis CRYPAK208-17	4
1733.2853	4	1	Mycobacterium tuberculosis CRYPAK296-17	4
1733.2854	3	1	Mycobacterium tuberculosis CRYPAK321-17	3
1733.2855	4	1	Mycobacterium tuberculosis CRYPAK211-17	4
1733.2856	4	1	Mycobacterium tuberculosis CRYPAK209-17	4
1733.2857	4	1	Mycobacterium tuberculosis CRYPAK217-17	4
1733.2858	4	1	Mycobacterium tuberculosis CRYPAK201-17	4
1733.2859	3	1	Mycobacterium tuberculosis CRYPAK200-17	3
1733.2860	4	1	Mycobacterium tuberculosis CRYPAK224-17	4
1733.2861	4	1	Mycobacterium tuberculosis CRYPAK221-17	4
1733.2862	4	1	Mycobacterium tuberculosis CRYPAK223-17	4
1733.2863	4	1	Mycobacterium tuberculosis CRYPAK184-17	4
1733.2864	4	1	Mycobacterium tuberculosis CRYPAK216-17	4
1733.2865	4	1	Mycobacterium tuberculosis CRYPAK198-17	4
1733.2866	4	1	Mycobacterium tuberculosis CRYPAK257-17	4
1733.2867	4	1	Mycobacterium tuberculosis CRYPAK219-17	4
1733.2868	4	1	Mycobacterium tuberculosis CRYPAK240-17	4
1733.2869	4	1	Mycobacterium tuberculosis CRYPAK316-17	4
1733.2870	4	1	Mycobacterium tuberculosis IT_mdr_276-15	4
1733.2871	4	1	Mycobacterium tuberculosis IT_mdr_IT77	4
1733.2872	3	1	Mycobacterium tuberculosis IT_mdr_258-15	3
1733.2873	2	1	Mycobacterium tuberculosis IT_mdr_IT151	2
1733.2874	3	1	Mycobacterium tuberculosis IT_mdr_IT152	3
1733.2875	4	1	Mycobacterium tuberculosis IT_mdr_IT166	4
1733.2876	4	1	Mycobacterium tuberculosis IT_mdr_IT167	4
1733.2877	4	1	Mycobacterium tuberculosis IT_mdr_IT168	4
1733.2878	4	1	Mycobacterium tuberculosis IT_mdr_IT169	4
1733.2879	4	1	Mycobacterium tuberculosis IT_mdr_IT171	4
1733.2880	4	1	Mycobacterium tuberculosis IT_mdr_IT172	4
1733.2881	4	1	Mycobacterium tuberculosis IT_mdr_IT174	4
1733.2882	4	1	Mycobacterium tuberculosis IT_mdr_IT173	4
1733.2883	4	1	Mycobacterium tuberculosis IT_mdr_IT-175	4
1733.2884	1	1	Mycobacterium tuberculosis IT_mdr_IT-176	1
1733.2885	4	1	Mycobacterium tuberculosis IT_mdr_IT177	4
1733.2886	4	1	Mycobacterium tuberculosis IT_mdr_IT-178	4
1733.2887	4	1	Mycobacterium tuberculosis IT_mdr_IT181	4
1733.2888	4	1	Mycobacterium tuberculosis IT_mdr_IT182	4
1733.2889	4	1	Mycobacterium tuberculosis IT_mdr_LB-IT183	4
1733.2890	4	1	Mycobacterium tuberculosis IT_mdr_IT185	4
1733.2891	4	1	Mycobacterium tuberculosis IT_mdr_17-LB-IT186	4
1733.2892	4	1	Mycobacterium tuberculosis IT_mdr_18-LB-IT187	4
1733.2893	4	1	Mycobacterium tuberculosis IT_mdr_19-LB-IT189	4
1733.2894	4	1	Mycobacterium tuberculosis IT_mdr_20-LB-IT190	4
1733.2895	4	1	Mycobacterium tuberculosis IT_mdr_21-LB-IT191	4
1733.2896	4	1	Mycobacterium tuberculosis IT_mdr_IT192	4
1733.2897	4	1	Mycobacterium tuberculosis IT_mdr_IT212	4
1733.2898	4	1	Mycobacterium tuberculosis IT_mdr_IT213	4
1733.2899	4	1	Mycobacterium tuberculosis IT_mdr_4ES-ITA384-13	4
1733.2900	4	1	Mycobacterium tuberculosis IT_mdr_IT229	4
1733.2901	4	1	Mycobacterium tuberculosis IT_mdr_IT233	4
1733.2902	4	1	Mycobacterium tuberculosis IT_mdr_IT234	4
1733.2903	4	1	Mycobacterium tuberculosis IT_mdr_IT-128	4
1733.2904	4	1	Mycobacterium tuberculosis IT_mdr_IT240	4
1733.2905	4	1	Mycobacterium tuberculosis IT_mdr_IT241	4
1733.2906	4	1	Mycobacterium tuberculosis IT_mdr_IT242	4
1733.2907	4	1	Mycobacterium tuberculosis IT_mdr_270-15	4
1733.2908	4	1	Mycobacterium tuberculosis IT_mdr_IT245	4
1733.2909	4	1	Mycobacterium tuberculosis IT_mdr_IT247	4
1733.2910	4	1	Mycobacterium tuberculosis IT_mdr_IT248	4
1733.2911	4	1	Mycobacterium tuberculosis IT_mdr_IT249	4
1733.2912	4	1	Mycobacterium tuberculosis IT_mdr_207-15	4
1733.2913	4	1	Mycobacterium tuberculosis IT_mdr_899	4
1733.2914	4	1	Mycobacterium tuberculosis CRYPAK145-17	4
1733.2915	4	1	Mycobacterium tuberculosis CRYPAK179-17	4
1733.2916	3	1	Mycobacterium tuberculosis CRYPAK210-17	3
1733.2917	3	1	Mycobacterium tuberculosis CRYPAK57-17	3
1733.2918	2	1	Mycobacterium tuberculosis IT_mdr_IT-117	2
1733.2919	4	1	Mycobacterium tuberculosis IT_mdr_271-15	4
1733.2920	4	1	Mycobacterium tuberculosis IT_mdr_273-15	4
1733.2921	4	1	Mycobacterium tuberculosis IT_mdr_IT161	4
1733.2922	4	1	Mycobacterium tuberculosis IT_mdr_IT162	4
1733.2923	4	1	Mycobacterium tuberculosis IT_mdr_IT163	4
1733.2924	4	1	Mycobacterium tuberculosis IT_mdr_IT164	4
1733.2925	4	1	Mycobacterium tuberculosis IT_mdr_IT165	4
1733.2926	4	1	Mycobacterium tuberculosis IT_mdr_493-15	4
1733.2927	4	1	Mycobacterium tuberculosis IT_mdr_IT179	4
1733.2928	4	1	Mycobacterium tuberculosis IT_mdr_IT194	4
1733.2929	4	1	Mycobacterium tuberculosis IT_mdr_IT195	4
1733.2930	4	1	Mycobacterium tuberculosis IT_mdr_IT196	4
1733.2931	4	1	Mycobacterium tuberculosis IT_mdr_IT197	4
1733.2932	4	1	Mycobacterium tuberculosis IT_mdr_23-LB-IT198	4
1733.2933	4	1	Mycobacterium tuberculosis IT_mdr_IT199	4
1733.2934	4	1	Mycobacterium tuberculosis IT_mdr_IT200	4
1733.2935	4	1	Mycobacterium tuberculosis IT_mdr_IT201	4
1733.2936	4	1	Mycobacterium tuberculosis IT_mdr_IT202	4
1733.2937	4	1	Mycobacterium tuberculosis IT_mdr_IT203	4
1733.2938	4	1	Mycobacterium tuberculosis IT_mdr_IT208	4
1733.2939	3	1	Mycobacterium tuberculosis IT_mdr_IT211	3
1733.2940	4	1	Mycobacterium tuberculosis IT_mdr_495-15	4
1733.2941	2	1	Mycobacterium tuberculosis IT_mdr_IT216	2
1733.2942	4	1	Mycobacterium tuberculosis IT_mdr_IT235	4
1733.2943	4	1	Mycobacterium tuberculosis IT_mdr_IT239	4
1733.2944	3	1	Mycobacterium tuberculosis IT_mdr_IT43	3
1733.2945	4	1	Mycobacterium tuberculosis IT_mdr_IT60	4
1733.2946	4	1	Mycobacterium tuberculosis IT_mdr_IT75	4
1733.2947	4	1	Mycobacterium tuberculosis IT_mdr_IT-89	4
1733.2948	4	1	Mycobacterium tuberculosis IT_mdr_IT-90	4
1733.2949	4	1	Mycobacterium tuberculosis IT_mdr_IT-92	4
1733.2950	4	1	Mycobacterium tuberculosis IT_mdr_IT243	4
1733.2951	4	1	Mycobacterium tuberculosis IT_mdr_IT-96	4
1733.2952	4	1	Mycobacterium tuberculosis IT_mdr_IT131	4
1733.2953	4	1	Mycobacterium tuberculosis Italy_MGIT_BENP	4
1733.2954	4	1	Mycobacterium tuberculosis Italy_MGIT_MANA	4
1733.2955	4	1	Mycobacterium tuberculosis Italy_MGIT_PAGGL	4
1733.2956	4	1	Mycobacterium tuberculosis Italy_MGIT_SABD	4
1733.2957	4	1	Mycobacterium tuberculosis Italy_MGIT100	4
1733.2958	4	1	Mycobacterium tuberculosis Italy_MGIT101	4
1733.2959	4	1	Mycobacterium tuberculosis Italy_MGIT102	4
1733.2960	4	1	Mycobacterium tuberculosis Italy_MGIT105	4
1733.2961	4	1	Mycobacterium tuberculosis Italy_MGIT107	4
1733.2962	4	1	Mycobacterium tuberculosis Italy_MGIT108	4
1733.2963	4	1	Mycobacterium tuberculosis Italy_MGIT109	4
1733.2964	4	1	Mycobacterium tuberculosis Italy_MGIT112	4
1733.2965	4	1	Mycobacterium tuberculosis Italy_MGIT113	4
1733.2966	4	1	Mycobacterium tuberculosis Italy_MGIT114	4
1733.2967	4	1	Mycobacterium tuberculosis Italy_MGIT115	4
1733.2968	4	1	Mycobacterium tuberculosis Italy_MGIT116	4
1733.2969	4	1	Mycobacterium tuberculosis Italy_MGIT117	4
1733.2970	4	1	Mycobacterium tuberculosis Italy_MGIT118	4
1733.2971	4	1	Mycobacterium tuberculosis Italy_MGIT121	4
1733.2972	4	1	Mycobacterium tuberculosis Italy_MGIT127	4
1733.2973	4	1	Mycobacterium tuberculosis Italy_MGIT42	4
1733.2975	4	1	Mycobacterium tuberculosis Italy_MGIT44	4
1733.2976	4	1	Mycobacterium tuberculosis Italy_MGIT45	4
1733.2977	4	1	Mycobacterium tuberculosis Italy_MGIT46	4
1733.2978	4	1	Mycobacterium tuberculosis Italy_MGIT47	4
1733.2979	3	1	Mycobacterium tuberculosis Italy_MGIT50	3
1733.2980	4	1	Mycobacterium tuberculosis Italy_MGIT51	4
1733.2981	4	1	Mycobacterium tuberculosis Italy_MGIT52	4
1733.2982	4	1	Mycobacterium tuberculosis Italy_MGIT53	4
1733.2983	4	1	Mycobacterium tuberculosis Italy_MGIT54	4
1733.2984	4	1	Mycobacterium tuberculosis Italy_MGIT55	4
1733.2985	4	1	Mycobacterium tuberculosis Italy_MGIT58	4
1733.2986	4	1	Mycobacterium tuberculosis Italy_MGIT59	4
1733.2987	4	1	Mycobacterium tuberculosis Italy_MGIT60	4
1733.2988	4	1	Mycobacterium tuberculosis Italy_MGIT61	4
1733.2989	4	1	Mycobacterium tuberculosis Italy_MGIT62	4
1733.2990	4	1	Mycobacterium tuberculosis Italy_MGIT63	4
1733.2991	4	1	Mycobacterium tuberculosis Italy_MGIT64	4
1733.2992	4	1	Mycobacterium tuberculosis Italy_MGIT65	4
1733.2993	4	1	Mycobacterium tuberculosis Italy_MGIT66	4
1733.2994	4	1	Mycobacterium tuberculosis Italy_MGIT67	4
1733.2995	4	1	Mycobacterium tuberculosis Italy_MGIT68	4
1733.2996	4	1	Mycobacterium tuberculosis Italy_MGIT69	4
1733.2997	4	1	Mycobacterium tuberculosis Italy_MGIT70	4
1733.2998	4	1	Mycobacterium tuberculosis Italy_MGIT71	4
1733.2999	4	1	Mycobacterium tuberculosis Italy_MGIT72	4
1733.3000	4	1	Mycobacterium tuberculosis Italy_MGIT73	4
1733.3001	4	1	Mycobacterium tuberculosis Italy_MGIT74	4
1733.3002	4	1	Mycobacterium tuberculosis Italy_MGIT75	4
1733.3003	4	1	Mycobacterium tuberculosis Italy_MGIT76	4
1733.3004	4	1	Mycobacterium tuberculosis Italy_MGIT77	4
1733.3005	4	1	Mycobacterium tuberculosis Italy_MGIT79	4
1733.3006	4	1	Mycobacterium tuberculosis Italy_MGIT80	4
1733.3007	4	1	Mycobacterium tuberculosis Italy_MGIT81	4
1733.3008	4	1	Mycobacterium tuberculosis Italy_MGIT82	4
1733.3009	4	1	Mycobacterium tuberculosis Italy_MGIT83	4
1733.3010	4	1	Mycobacterium tuberculosis Italy_MGIT84	4
1733.3011	4	1	Mycobacterium tuberculosis Italy_MGIT85	4
1733.3012	4	1	Mycobacterium tuberculosis Italy_MGIT86	4
1733.3013	4	1	Mycobacterium tuberculosis Italy_MGIT88	4
1733.3014	4	1	Mycobacterium tuberculosis Italy_MGIT89	4
1733.3015	4	1	Mycobacterium tuberculosis Italy_MGIT90	4
1733.3016	4	1	Mycobacterium tuberculosis Italy_MGIT92	4
1733.3017	4	1	Mycobacterium tuberculosis Italy_MGIT94	4
1733.3018	4	1	Mycobacterium tuberculosis Italy_MGIT96	4
1733.3019	4	1	Mycobacterium tuberculosis Italy_MGIT97	4
1733.3020	4	1	Mycobacterium tuberculosis Italy_MGIT98	4
1733.3021	4	1	Mycobacterium tuberculosis Italy_MGIT99	4
1733.3022	4	1	Mycobacterium tuberculosis Italy_MGITABOK	4
1733.3023	4	1	Mycobacterium tuberculosis Italy_MGITAHS	4
1733.3024	4	1	Mycobacterium tuberculosis Italy_MGITAMBF	4
1733.3025	4	1	Mycobacterium tuberculosis Italy_MGITBEQU	4
1733.3026	4	1	Mycobacterium tuberculosis Italy_MGITBRO	4
1733.3027	4	1	Mycobacterium tuberculosis Italy_MGITCIS	4
1733.3028	4	1	Mycobacterium tuberculosis Italy_MGITCOS	4
1733.3029	4	1	Mycobacterium tuberculosis Italy_MGITCROCO	4
1733.3030	4	1	Mycobacterium tuberculosis Italy_MGITDIMOU	4
1733.3031	4	1	Mycobacterium tuberculosis Italy_MGITDJYA	4
1733.3032	4	1	Mycobacterium tuberculosis Italy_MGITDPB	4
1733.3033	4	1	Mycobacterium tuberculosis Italy_MGITEKU	4
1733.3034	4	1	Mycobacterium tuberculosis Italy_MGITFRAU	4
1733.3035	4	1	Mycobacterium tuberculosis Italy_MGITKEN	4
1733.3036	4	1	Mycobacterium tuberculosis Italy_MGITMARK	4
1733.3037	4	1	Mycobacterium tuberculosis Italy_MGITMAZS	4
1733.3038	4	1	Mycobacterium tuberculosis Italy_MGITMELAL	4
1733.3039	4	1	Mycobacterium tuberculosis IT_mdr_IT93	4
1733.3040	2	1	Mycobacterium tuberculosis IT_mdr_CCM1021	2
1733.3042	4	1	Mycobacterium tuberculosis IT_mdr_IT97	4
1733.3043	4	1	Mycobacterium tuberculosis IT_mdr_267-15	4
1733.3044	4	1	Mycobacterium tuberculosis Italy_MGITTOUNAW	4
1733.3045	4	1	Mycobacterium tuberculosis Italy_MGITTU	4
1733.3046	4	1	Mycobacterium tuberculosis Italy_MGITVOFLO	4
1733.3047	4	1	Mycobacterium tuberculosis Italy_MGITPALG	4
1733.3048	4	1	Mycobacterium tuberculosis IT_mdr_11ES-ITA219-15	4
1733.3049	4	1	Mycobacterium tuberculosis IT_mdr_203-15	4
1733.3050	4	1	Mycobacterium tuberculosis IT_mdr_217-15	4
1733.3051	4	1	Mycobacterium tuberculosis Italy_MGITPALG2	4
1733.3052	4	1	Mycobacterium tuberculosis Italy_MGITSOW	4
1733.3053	4	1	Mycobacterium tuberculosis Italy_MGITSOW2	4
1733.3054	3	1	Mycobacterium tuberculosis IT_mdr_10ES-ITA218-15	3
1733.3055	4	1	Mycobacterium tuberculosis IT_mdr_257-15	4
1733.3056	4	1	Mycobacterium tuberculosis IT_mdr_263-15	4
1733.3057	4	1	Mycobacterium tuberculosis IT_mdr_259-15	4
1733.3058	4	1	Mycobacterium tuberculosis IT_mdr_266-15	4
1733.3059	4	1	Mycobacterium tuberculosis IT_mdr_260-15	4
1733.3060	4	1	Mycobacterium tuberculosis IT_mdr_268-15	4
1733.3061	4	1	Mycobacterium tuberculosis IT_mdr_261-15	4
1733.3062	4	1	Mycobacterium tuberculosis IT_mdr_28ES-ITA308-15	4
1733.3063	4	1	Mycobacterium tuberculosis IT_mdr_272-15	4
1733.3064	4	1	Mycobacterium tuberculosis IT_mdr_264-15	4
1733.3065	4	1	Mycobacterium tuberculosis IT_mdr_274-15	4
1733.3066	4	1	Mycobacterium tuberculosis IT_mdr_IT106	4
1733.3067	4	1	Mycobacterium tuberculosis IT_mdr_8ES-ITA215-15	4
1733.3068	4	1	Mycobacterium tuberculosis IT_mdr_293-15	4
1733.3069	4	1	Mycobacterium tuberculosis IT_mdr_2ES-ITA43-13	4
1733.3070	4	1	Mycobacterium tuberculosis IT_mdr_33ES-ITA533-15	4
1733.3071	4	1	Mycobacterium tuberculosis IT_mdr_40-10	4
1733.3072	4	1	Mycobacterium tuberculosis IT_mdr_42-IT188	4
1733.3073	4	1	Mycobacterium tuberculosis IT_mdr_44-10	4
1733.3074	4	1	Mycobacterium tuberculosis IT_mdr_485-10	4
1733.3075	4	1	Mycobacterium tuberculosis IT_mdr_9ES-ITA216-15	4
1733.3076	4	1	Mycobacterium tuberculosis CRYPAK174-17	4
1733.3077	4	1	Mycobacterium tuberculosis CRYPAK400-16	4
1733.3078	4	1	Mycobacterium tuberculosis IT_mdr_53-10	4
1733.3079	4	1	Mycobacterium tuberculosis IT_mdr_54-15	4
1733.3080	4	1	Mycobacterium tuberculosis IT_mdr_55-10	4
1733.3081	4	1	Mycobacterium tuberculosis IT_mdr_69-10	4
1733.3082	4	1	Mycobacterium tuberculosis IT_mdr_70-10	4
1733.3083	4	1	Mycobacterium tuberculosis IT_mdr_7ES-ITA204-15	4
1733.3084	4	1	Mycobacterium tuberculosis IT_mdr_853	4
1733.3085	3	1	Mycobacterium tuberculosis IT_mdr_865	3
1733.3086	4	1	Mycobacterium tuberculosis CRYPAK129-17	4
1733.3087	4	1	Mycobacterium tuberculosis CRYPAK80-17	4
1733.3088	4	1	Mycobacterium tuberculosis IT_mdr_CCM1013	4
1733.3089	4	1	Mycobacterium tuberculosis 316-16	4
1733.3090	2	1	Mycobacterium tuberculosis IT_mdr_CCM1022	2
1733.3091	2	1	Mycobacterium tuberculosis IT_mdr_IT-104	2
1733.3092	4	1	Mycobacterium tuberculosis IT_mdr_IT-105	4
1733.3093	2	1	Mycobacterium tuberculosis IT_mdr_IT-109	2
1733.3094	4	1	Mycobacterium tuberculosis IT_mdr_IT-116	4
1733.3095	4	1	Mycobacterium tuberculosis CRYPAK346-16	4
1733.3096	4	1	Mycobacterium tuberculosis IT_mdr_IT108	4
1733.3097	4	1	Mycobacterium tuberculosis IT_mdr_IT160	4
1733.3098	4	1	Mycobacterium tuberculosis IT_mdr_IT193	4
1733.3099	4	1	Mycobacterium tuberculosis CRYPAK162-17	4
1733.3100	4	1	Mycobacterium tuberculosis 12.0611350	4
1733.3101	4	1	Mycobacterium tuberculosis 12.0611800	4
1733.3102	4	1	Mycobacterium tuberculosis 12.0611810	4
1733.3103	4	1	Mycobacterium tuberculosis 12.0611850	4
1733.3104	4	1	Mycobacterium tuberculosis 12.0611870	4
1733.3105	4	1	Mycobacterium tuberculosis 12.0611900	4
1733.3106	4	1	Mycobacterium tuberculosis 12.0612519	4
1733.3107	4	1	Mycobacterium tuberculosis 12.0612520	4
1733.3108	4	1	Mycobacterium tuberculosis 12.0612540	4
1733.3109	4	1	Mycobacterium tuberculosis 12.0612550	4
1733.3110	4	1	Mycobacterium tuberculosis 12.0613160	4
1733.3111	4	1	Mycobacterium tuberculosis 12.0613180	4
1733.3112	4	1	Mycobacterium tuberculosis 12.0614150	4
1733.3113	4	1	Mycobacterium tuberculosis 12.0614420	4
1733.3114	4	1	Mycobacterium tuberculosis 12.0614690	4
1733.3115	4	1	Mycobacterium tuberculosis 12.0614990	4
1733.3116	4	1	Mycobacterium tuberculosis 12.0615000	4
1733.3117	4	1	Mycobacterium tuberculosis 12.0615200	4
1733.3118	4	1	Mycobacterium tuberculosis 12.0616110	4
1733.3119	4	1	Mycobacterium tuberculosis 12.0616140	4
1733.3120	4	1	Mycobacterium tuberculosis 12.0616150	4
1733.3121	4	1	Mycobacterium tuberculosis 12.0616920	4
1733.3122	4	1	Mycobacterium tuberculosis 12.0617770	4
1733.3123	4	1	Mycobacterium tuberculosis 13.0600320	4
1733.3124	4	1	Mycobacterium tuberculosis 13.0600560	4
1733.3125	4	1	Mycobacterium tuberculosis 13.0601220	4
1733.3126	4	1	Mycobacterium tuberculosis 13.0601230	4
1733.3127	4	1	Mycobacterium tuberculosis 13.0601240	4
1733.3128	4	1	Mycobacterium tuberculosis 13.0601980	4
1733.3129	4	1	Mycobacterium tuberculosis 13.0602060	4
1733.3130	4	1	Mycobacterium tuberculosis 13.0602600	4
1733.3131	4	1	Mycobacterium tuberculosis 16.0617190	4
1733.3132	4	1	Mycobacterium tuberculosis 13.0614462	4
1733.3133	4	1	Mycobacterium tuberculosis 14.0615374	4
1733.3134	4	1	Mycobacterium tuberculosis 14.0609451	4
1733.3135	4	1	Mycobacterium tuberculosis 13.0602840	4
1733.3136	4	1	Mycobacterium tuberculosis 10.0603178	4
1733.3137	3	1	Mycobacterium tuberculosis 16.0609105	3
1733.3138	4	1	Mycobacterium tuberculosis 12.0617128	4
1733.3139	4	1	Mycobacterium tuberculosis 13.0613511	4
1733.3140	4	1	Mycobacterium tuberculosis 14.0603170	4
1733.3141	4	1	Mycobacterium tuberculosis 13.0611347	4
1733.3142	4	1	Mycobacterium tuberculosis 13.0609916	4
1733.3143	4	1	Mycobacterium tuberculosis 13.0603120	4
1733.3144	4	1	Mycobacterium tuberculosis 16.0617443	4
1733.3145	4	1	Mycobacterium tuberculosis 11.0609336	4
1733.3146	4	1	Mycobacterium tuberculosis 13.0601558	4
1733.3147	4	1	Mycobacterium tuberculosis 13.0611337	4
1733.3148	4	1	Mycobacterium tuberculosis 16.0601559	4
1733.3149	4	1	Mycobacterium tuberculosis 16.0618558	4
1733.3150	4	1	Mycobacterium tuberculosis 12.0610317	4
1733.3151	4	1	Mycobacterium tuberculosis 16.0607896	4
1733.3152	4	1	Mycobacterium tuberculosis 16.0601742	4
1733.3153	4	1	Mycobacterium tuberculosis 12.0612511	4
1733.3154	4	1	Mycobacterium tuberculosis 12.0617758	4
1733.3155	4	1	Mycobacterium tuberculosis 13.0612204	4
1733.3156	4	1	Mycobacterium tuberculosis 15.0601103	4
1733.3157	4	1	Mycobacterium tuberculosis 16.0607929	4
1733.3158	4	1	Mycobacterium tuberculosis 16.0607049	4
1733.3159	4	1	Mycobacterium tuberculosis 16.0607449	4
1733.3160	4	1	Mycobacterium tuberculosis 14.0609826	4
1733.3161	4	1	Mycobacterium tuberculosis 13.0613477	4
1733.3162	4	1	Mycobacterium tuberculosis 11.0604679	4
1733.3163	4	1	Mycobacterium tuberculosis 12.0613631	4
1733.3164	4	1	Mycobacterium tuberculosis 15.0601518	4
1733.3165	4	1	Mycobacterium tuberculosis 16.0606831	4
1733.3166	4	1	Mycobacterium tuberculosis 13.0601536	4
1733.3167	4	1	Mycobacterium tuberculosis 13.0613192	4
1733.3168	4	1	Mycobacterium tuberculosis 16.0618427	4
1733.3169	4	1	Mycobacterium tuberculosis 14.0602189	4
1733.3170	4	1	Mycobacterium tuberculosis 13.0608469	4
1733.3171	4	1	Mycobacterium tuberculosis 13.0602359	4
1733.3172	4	1	Mycobacterium tuberculosis 15.0601102	4
1733.3173	4	1	Mycobacterium tuberculosis 12.0616369	4
1733.3174	4	1	Mycobacterium tuberculosis 13.0604070	4
1733.3175	3	1	Mycobacterium tuberculosis 16.0607897	3
1733.3176	4	1	Mycobacterium tuberculosis 12.0615235	4
1733.3177	4	1	Mycobacterium tuberculosis 12.0615275	4
1733.3178	4	1	Mycobacterium tuberculosis 14.0600769	4
1733.3179	4	1	Mycobacterium tuberculosis 13.0609028	4
1733.3180	4	1	Mycobacterium tuberculosis 15.0601193	4
1733.3181	4	1	Mycobacterium tuberculosis 12.0610917	4
1733.3182	4	1	Mycobacterium tuberculosis 15.0607739	4
1733.3183	3	1	Mycobacterium tuberculosis 13.0613595	3
1733.3184	4	1	Mycobacterium tuberculosis 13.0607701	4
1733.3185	4	1	Mycobacterium tuberculosis 13.0603777	4
1733.3186	4	1	Mycobacterium tuberculosis 14.0604828	4
1733.3187	4	1	Mycobacterium tuberculosis 14.0600008	4
1733.3188	4	1	Mycobacterium tuberculosis 14.0600712	4
1733.3189	4	1	Mycobacterium tuberculosis 13.0605719	4
1733.3190	4	1	Mycobacterium tuberculosis 14.0600197	4
1733.3191	4	1	Mycobacterium tuberculosis 12.0614468	4
1733.3192	4	1	Mycobacterium tuberculosis 14.0615598	4
1733.3193	4	1	Mycobacterium tuberculosis 11.0601116	4
1733.3194	4	1	Mycobacterium tuberculosis 13.0610517	4
1733.3195	4	1	Mycobacterium tuberculosis 13.0604510	4
1733.3196	4	1	Mycobacterium tuberculosis 13.0613589	4
1733.3197	4	1	Mycobacterium tuberculosis 11.0600740	4
1733.3198	4	1	Mycobacterium tuberculosis 16.0603575	4
1733.3199	4	1	Mycobacterium tuberculosis 16.0607574	4
1733.3200	4	1	Mycobacterium tuberculosis 16.0618549	4
1733.3201	4	1	Mycobacterium tuberculosis 13.0604541	4
1733.3202	4	1	Mycobacterium tuberculosis 16.0607003	4
1733.3203	4	1	Mycobacterium tuberculosis 013.060453	4
1733.3204	4	1	Mycobacterium tuberculosis 14.0611651	4
1733.3205	4	1	Mycobacterium tuberculosis 15.0601074	4
1733.3206	4	1	Mycobacterium tuberculosis 13.0608430	4
1733.3207	4	1	Mycobacterium tuberculosis 16.0601769	4
1733.3208	4	1	Mycobacterium tuberculosis 16.0610889	4
1733.3209	4	1	Mycobacterium tuberculosis 16.0618261	4
1733.3210	4	1	Mycobacterium tuberculosis 15.0601447	4
1733.3211	4	1	Mycobacterium tuberculosis 16.0607144	4
1733.3212	4	1	Mycobacterium tuberculosis 16.0601564	4
1733.3213	4	1	Mycobacterium tuberculosis 12.0617742	4
1733.3214	4	1	Mycobacterium tuberculosis 13.0613123	4
1733.3215	1	1	Mycobacterium tuberculosis 14.0616153	1
1733.3216	4	1	Mycobacterium tuberculosis 13.0610752	4
1733.3217	4	1	Mycobacterium tuberculosis 13.0613546	4
1733.3218	4	1	Mycobacterium tuberculosis 16.0607899	4
1733.3219	4	1	Mycobacterium tuberculosis 15.0603719	4
1733.3220	4	1	Mycobacterium tuberculosis 13.0605677	4
1733.3221	4	1	Mycobacterium tuberculosis 13.0613247	4
1733.3222	4	1	Mycobacterium tuberculosis 14.0600841	4
1733.3223	4	1	Mycobacterium tuberculosis 13.0607981	4
1733.3224	4	1	Mycobacterium tuberculosis 13.0602105	4
1733.3225	4	1	Mycobacterium tuberculosis 14.0600953	4
1733.3226	4	1	Mycobacterium tuberculosis 16.0607683	4
1733.3227	4	1	Mycobacterium tuberculosis 14.0609787	4
1733.3228	4	1	Mycobacterium tuberculosis 14.0600279	4
1733.3229	4	1	Mycobacterium tuberculosis 12.0927693	4
1733.3230	4	1	Mycobacterium tuberculosis 12.0601002	4
1733.3231	4	1	Mycobacterium tuberculosis 13.0604550	4
1733.3232	4	1	Mycobacterium tuberculosis 14.0613755	4
1733.3233	4	1	Mycobacterium tuberculosis 14.0600824	4
1733.3234	4	1	Mycobacterium tuberculosis 14.0609935	4
1733.3235	4	1	Mycobacterium tuberculosis 16.0607712	4
1733.3236	4	1	Mycobacterium tuberculosis 13.0604905	4
1733.3237	4	1	Mycobacterium tuberculosis 10.0603374	4
1733.3238	4	1	Mycobacterium tuberculosis 16.0610784	4
1733.3239	4	1	Mycobacterium tuberculosis 16.0609808	4
1733.3240	3	1	Mycobacterium tuberculosis 16.0601587	3
1733.3241	4	1	Mycobacterium tuberculosis 16.0618265	4
